id,price,neighbourhood_cleansed,property_type,room_type,bedrooms,bathrooms,accommodates,latitude,longitude,review_scores_rating,availability_365,reviews_per_month,minimum_nights,maximum_nights,price_range
1094764,150.0,Inner Richmond,Entire rental unit,Entire home/apt,1,1,2,37.78814,-122.46547,5.0,365,0.03,30,180,100-149
38047206,160.05,Bayview,Private room in home,Private room,1,1,1,37.7298,-122.40096,4.75,0,1.26,90,1125,150-199
43475468,160.05,Mission,Entire home,Entire home/apt,2,1,5,37.75721,-122.41245,4.75,0,1.26,30,1125,150-199
648549709021440854,69.0,Excelsior,Private room in home,Private room,1,2,2,37.7267606,-122.4085215,5.0,216,0.33,30,1125,50-99
47918229,246.0,Marina,Entire rental unit,Entire home/apt,2,1,4,37.80366,-122.44518,4.75,341,1.26,31,1125,200-249
938317240177880784,328.0,Presidio Heights,Entire condo,Entire home/apt,2,2,4,37.78986,-122.45094,4.83,277,1.62,5,365,300-349
24823466,135.0,Castro/Upper Market,Private room in rental unit,Private room,1,1,2,37.766,-122.43498,5.0,172,0.1,30,75,100-149
53849558,175.0,South of Market,Entire condo,Entire home/apt,1,1,2,37.78425,-122.39254,4.86,153,0.28,30,1125,150-199
20077154,60.0,Outer Mission,Private room in home,Private room,1,1,1,37.7249,-122.43979,4.86,179,0.1,30,1125,50-99
30774802,40.0,Excelsior,Private room in guest suite,Private room,3,2,1,37.72682,-122.42159,4.85,265,0.77,30,180,0-49
415498,80.0,Pacific Heights,Entire rental unit,Entire home/apt,1,1,2,37.79395,-122.42609,4.79,259,0.21,30,1125,50-99
24491303,120.0,South of Market,Private room in rental unit,Private room,2,2,1,37.77839848781604,-122.40307632421352,4.75,365,1.26,30,300,100-149
725479609346985276,61.0,Excelsior,Private room in home,Private room,1,1,4,37.72215,-122.43442,4.75,179,1.0,30,119,50-99
3442439,125.0,Bernal Heights,Entire guest suite,Entire home/apt,1,1,2,37.73606,-122.42367,4.96,48,3.44,2,21,100-149
53747035,209.0,South of Market,Entire rental unit,Entire home/apt,1,1,2,37.78770300000001,-122.391971,4.75,341,1.26,31,1125,200-249
2802480,285.0,Marina,Entire rental unit,Entire home/apt,2,1,4,37.80101,-122.44527,4.76,173,0.34,30,180,250-299
48955947,125.0,Pacific Heights,Entire rental unit,Entire home/apt,1,1,2,37.79401,-122.42664,4.7,195,0.36,30,1125,100-149
25376401,208.0,Castro/Upper Market,Entire guest suite,Entire home/apt,1,1,2,37.75836,-122.43004,4.95,103,1.93,2,28,200-249
53835580,155.0,Financial District,Entire rental unit,Entire home/apt,0,1,2,37.79508634688912,-122.40102883936464,5.0,85,0.27,30,60,150-199
40490045,50.0,Outer Mission,Private room in home,Private room,1,1,2,37.7264,-122.43498,5.0,85,0.1,30,365,0-49
21596397,110.0,Potrero Hill,Entire guest suite,Entire home/apt,1,1,2,37.75644,-122.40096,4.88,172,3.98,2,28,100-149
934012,100.0,Inner Richmond,Entire rental unit,Entire home/apt,1,1,4,37.77596,-122.46187,4.76,263,0.63,30,180,50-99
30931569,135.0,Marina,Entire rental unit,Entire home/apt,2,2,5,37.79699,-122.4333,4.5,311,0.1,30,365,100-149
17642091,104.0,Bernal Heights,Entire guest suite,Entire home/apt,2,1,3,37.74503,-122.41992,4.92,34,3.16,2,1125,100-149
597198179407251720,120.0,Crocker Amazon,Private room in home,Private room,1,1,2,37.71071,-122.43878,4.88,278,0.72,2,28,100-149
1034109594804720712,146.0,Inner Sunset,Private room in rental unit,Private room,1,1,2,37.75402,-122.46636,4.75,243,1.26,1,365,100-149
21189031,152.0,Noe Valley,Entire guest suite,Entire home/apt,0,1,2,37.75136,-122.42559,4.84,40,0.99,2,30,150-199
801176820131952849,285.0,Pacific Heights,Entire condo,Entire home/apt,2,2,3,37.79440261123537,-122.42985415094115,5.0,339,0.18,30,90,250-299
21966303,104.0,Mission,Entire rental unit,Entire home/apt,0,1,2,37.75223,-122.42439,4.86,153,0.21,30,150,100-149
53801623,202.0,Mission,Entire condo,Entire home/apt,3,1,8,37.76196,-122.41779,4.74,40,1.46,1,365,200-249
40057418,55.0,Outer Sunset,Private room in rental unit,Private room,1,1,4,37.76486,-122.47757,4.75,365,1.26,30,1125,50-99
782137715145413908,130.0,Potrero Hill,Entire rental unit,Entire home/apt,1,1,2,37.75925998980176,-122.38950747996569,5.0,357,0.91,30,365,100-149
582150562964473517,144.0,Downtown/Civic Center,Entire condo,Entire home/apt,0,1,4,37.7873,-122.41141,4.96,5,0.96,2,30,100-149
1065124550399469986,237.0,South of Market,Entire rental unit,Entire home/apt,1,1,2,37.782342,-122.388737,4.75,67,1.26,31,1125,200-249
39418,79.0,Bernal Heights,Entire rental unit,Entire home/apt,0,1,1,37.741,-122.42018,4.92,161,0.18,30,205,50-99
7785897,68.0,Bayview,Entire guest suite,Entire home/apt,1,1,5,37.72013,-122.39822,4.69,23,1.7,1,24,50-99
705963699397928779,185.0,Parkside,Entire home,Entire home/apt,2,2,6,37.74628,-122.47864,4.97,214,3.87,2,60,150-199
39243209,206.0,Financial District,Entire rental unit,Entire home/apt,1,1,2,37.7872571,-122.3963215,4.75,0,1.26,31,1125,200-249
1071408471732025489,166.0,South of Market,Entire rental unit,Entire home/apt,0,1,2,37.780903009517296,-122.41028768119293,4.75,310,1.26,30,180,150-199
608313662139969795,148.0,Downtown/Civic Center,Entire serviced apartment,Entire home/apt,0,1,2,37.78937,-122.40726,4.5,23,0.45,1,1125,100-149
596925242101070405,250.0,Financial District,Entire condo,Entire home/apt,2,1,4,37.7892,-122.39333,5.0,119,0.31,30,125,200-249
7331464,223.0,Noe Valley,Entire guest suite,Entire home/apt,2,1,5,37.74891,-122.43194,4.84,118,3.66,2,30,200-249
667535389112588099,303.0,North Beach,Entire condo,Entire home/apt,2,2,5,37.8043609,-122.4040744,4.75,90,1.26,30,365,300-349
1086162892758523214,107.0,Seacliff,Private room in home,Private room,1,2,2,37.78504,-122.49242,4.75,290,1.26,2,365,100-149
1095689045184618369,149.0,Ocean View,Entire home,Entire home/apt,2,1,4,37.7196944,-122.4637411,4.75,149,1.26,2,7,100-149
5086367,72.0,Western Addition,Private room in condo,Private room,1,1,1,37.78311,-122.44043,4.92,92,0.12,60,360,50-99
31331285,190.0,Potrero Hill,Entire rental unit,Entire home/apt,2,1,4,37.75828,-122.39723,5.0,231,0.32,30,180,150-199
1064824032202357921,117.0,South of Market,Entire rental unit,Entire home/apt,1,1,2,37.7812714,-122.4018175,4.75,263,1.26,30,365,100-149
938525854828933880,294.0,Parkside,Entire home,Entire home/apt,2,1,4,37.73993528419781,-122.50285405258344,5.0,23,2.0,2,20,250-299
670333209643254458,130.0,Downtown/Civic Center,Entire serviced apartment,Entire home/apt,1,1,3,37.78413,-122.41046,5.0,266,0.34,30,1125,100-149
1038757066276718601,327.0,Bernal Heights,Entire home,Entire home/apt,3,3,10,37.74010852301177,-122.40956349788152,5.0,64,0.9,3,365,300-349
21377843,220.0,North Beach,Entire condo,Entire home/apt,1,1,2,37.79977,-122.40504,5.0,246,0.09,30,1125,200-249
20032338,170.0,Visitacion Valley,Entire home,Entire home/apt,2,1,4,37.7211,-122.40166,5.0,15,0.08,2,1125,150-199
47708045,125.0,Mission,Entire rental unit,Entire home/apt,2,1,4,37.75014,-122.41809,5.0,319,0.25,30,365,100-149
9256506,240.0,Pacific Heights,Private room in home,Private room,2,1,4,37.78855,-122.44154,4.97,208,1.19,4,30,200-249
681252657413248712,270.0,Western Addition,Entire rental unit,Entire home/apt,1,1,2,37.77312,-122.43689,4.9,321,4.11,2,25,250-299
220418,70.0,Haight Ashbury,Private room in home,Private room,1,2,2,37.77031,-122.44948,4.51,361,3.74,1,5,50-99
20361588,169.0,West of Twin Peaks,Entire guest suite,Entire home/apt,1,1,2,37.72667,-122.46094,4.99,33,2.32,3,1125,150-199
32338483,130.0,Western Addition,Entire rental unit,Entire home/apt,2,1,4,37.77614,-122.42852,4.92,149,0.2,30,360,100-149
23550791,70.0,Crocker Amazon,Private room in home,Private room,1,1,2,37.71263,-122.44408,4.95,74,2.6,2,28,50-99
42914481,89.0,Western Addition,Room in hotel,Private room,1,1,2,37.77806,-122.42364,4.42,357,0.35,1,1125,50-99
882340355246897333,95.0,Western Addition,Entire rental unit,Entire home/apt,1,1,2,37.77843490523822,-122.4243538656876,4.33,56,0.31,30,60,50-99
6934874,174.0,Outer Sunset,Entire home,Entire home/apt,2,1,4,37.75518,-122.50224,4.81,333,0.84,30,180,150-199
47028102,175.0,Western Addition,Entire rental unit,Entire home/apt,2,1,4,37.78267,-122.42476,5.0,276,0.13,30,1125,150-199
53608038,180.0,Western Addition,Entire condo,Entire home/apt,2,1,4,37.77179,-122.43541,5.0,219,0.08,30,350,150-199
1044596955594904812,159.0,South of Market,Room in hotel,Private room,1,1,2,37.784947,-122.405767,4.45,105,4.85,1,365,150-199
22738026,120.0,Russian Hill,Private room in home,Private room,1,3,2,37.80126,-122.42316,4.83,365,0.17,30,45,100-149
948248351912703144,350.0,Outer Sunset,Entire rental unit,Entire home/apt,2,2,6,37.7596728,-122.5072597,5.0,75,1.01,1,365,300-349
37972611,47.0,Nob Hill,Private room in home,Private room,1,5,1,37.7917,-122.42053,4.75,365,1.26,365,1125,0-49
876691361423744869,295.0,Haight Ashbury,Entire condo,Entire home/apt,2,1,4,37.775079,-122.4391,4.75,365,1.26,30,365,250-299
17405370,225.0,Russian Hill,Entire guest suite,Entire home/apt,1,1,4,37.80604,-122.42302,4.97,39,2.97,3,28,200-249
784994289275792557,190.0,Outer Sunset,Entire home,Entire home/apt,3,2,6,37.755673911482205,-122.4918899156266,4.44,0,3.03,1,365,150-199
21186680,450.0,Western Addition,Entire rental unit,Entire home/apt,2,1,4,37.77403,-122.42561,4.95,131,0.54,3,4,400-449
33969998,77.0,South of Market,Room in boutique hotel,Hotel room,1,1,2,37.7793,-122.41096,4.61,304,2.5,1,365,50-99
651675023426904614,369.0,Outer Sunset,Entire home,Entire home/apt,2,2,5,37.7479,-122.48832,5.0,197,0.15,2,28,350-399
51557,125.0,Western Addition,Entire rental unit,Entire home/apt,1,1,2,37.7714,-122.42935,4.89,358,0.67,183,731,100-149
43200504,132.0,Western Addition,Entire rental unit,Entire home/apt,2,1,4,37.77548,-122.43234,4.75,333,1.26,30,365,100-149
612969342981975096,292.0,Parkside,Entire home,Entire home/apt,3,1,6,37.742958,-122.504486,4.71,232,2.26,2,97,250-299
17011295,113.0,South of Market,Private room in serviced apartment,Private room,1,4,2,37.77627944946289,-122.41506958007812,4.43,292,1.55,1,30,100-149
37972909,50.0,Nob Hill,Private room in home,Private room,1,5,2,37.79357,-122.42193,4.75,364,1.26,365,1125,0-49
39390570,135.0,Chinatown,Room in boutique hotel,Private room,1,1,2,37.79054,-122.4083,5.0,365,0.02,1,28,100-149
41931392,50.0,Nob Hill,Private room in home,Private room,1,4,2,37.79136,-122.41985,4.75,365,1.26,365,1125,0-49
52798355,299.0,Downtown/Civic Center,Entire condo,Entire home/apt,2,1,4,37.78781978436783,-122.42151407035978,4.75,180,1.26,31,1125,250-299
6430646,108.0,Twin Peaks,Private room in home,Private room,1,1,2,37.75914,-122.44684,4.89,111,3.68,2,1125,100-149
38204418,206.0,Downtown/Civic Center,Entire rental unit,Entire home/apt,2,2,4,37.78753,-122.421312,2.0,326,0.17,31,1125,200-249
29316715,430.0,Noe Valley,Entire condo,Entire home/apt,3,2,5,37.7502,-122.44314,4.98,239,0.76,30,1125,400-449
1079296774780401374,150.0,Western Addition,Room in hotel,Private room,1,1,2,37.78931,-122.42267,4.75,365,1.26,2,360,100-149
1080434861637737100,188.0,Financial District,Room in hotel,Private room,1,1,2,37.792699,-122.39212,4.75,58,1.26,1,365,150-199
2130640,450.0,Western Addition,Entire rental unit,Entire home/apt,3,2,6,37.7707,-122.43017,4.86,53,0.29,3,120,400-449
1063879005973391144,160.0,Pacific Heights,Entire rental unit,Entire home/apt,2,1,3,37.7909,-122.42371,4.75,269,1.26,90,365,150-199
1082767995503459484,150.0,Western Addition,Room in hotel,Private room,1,1,2,37.787225514217226,-122.42264800354818,4.75,365,1.26,2,89,100-149
29823880,88.0,Nob Hill,Entire condo,Entire home/apt,0,1,2,37.79281,-122.41654,3.0,141,0.48,30,1125,50-99
20424542,82.0,West of Twin Peaks,Entire guest suite,Entire home/apt,0,1,3,37.74365,-122.45889,4.75,171,4.81,1,29,50-99
1099922233623254363,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.78809,-122.42071,4.75,365,1.26,1,365,100-149
706257611533241785,125.0,Castro/Upper Market,Private room in home,Private room,1,1,2,37.76427,-122.43042,4.75,364,1.26,30,365,100-149
19038261,40.0,South of Market,Room in aparthotel,Private room,1,8,1,37.78209,-122.40905,3.25,116,0.05,30,30,0-49
22652071,125.0,Haight Ashbury,Entire rental unit,Entire home/apt,2,1,5,37.76909,-122.4436,4.75,273,0.09,30,1125,100-149
52739616,101.0,Inner Sunset,Entire condo,Entire home/apt,1,1,2,37.76468,-122.45567,4.5,230,0.37,30,365,100-149
50730080,425.0,Haight Ashbury,Entire rental unit,Entire home/apt,4,1,9,37.77040606973599,-122.4428304580001,4.83,365,0.28,3,365,400-449
51147894,60.0,Western Addition,Private room in rental unit,Private room,1,1,2,37.77922695890023,-122.43334336824624,4.75,365,1.26,180,365,50-99
8208052,125.0,Western Addition,Entire condo,Entire home/apt,1,1,2,37.78376,-122.4234,4.92,95,0.14,60,360,100-149
767506,410.0,West of Twin Peaks,Entire home,Entire home/apt,3,2,8,37.74412,-122.45273,4.84,297,1.12,2,365,400-449
42857430,250.0,Castro/Upper Market,Entire home,Entire home/apt,1,1,6,37.76235,-122.43636,5.0,45,0.04,30,89,200-249
1105562412084724426,314.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.78791116148586,-122.42083193719756,4.75,365,1.26,2,365,300-349
39304442,80.0,Downtown/Civic Center,Entire rental unit,Entire home/apt,2,1,3,37.78359,-122.41841,4.67,146,0.06,55,150,50-99
1019696363117983083,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,4.75,280,1.26,2,360,100-149
1019757218273415439,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,4.75,365,1.26,2,360,100-149
1008074837972636556,150.0,Western Addition,Room in hotel,Private room,1,1,2,37.78770235966162,-122.42256186866828,1.0,365,0.23,2,89,100-149
1006328833995837725,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.787594347632606,-122.42070440011696,4.75,365,1.26,2,89,100-149
32845190,132.0,Downtown/Civic Center,Entire rental unit,Entire home/apt,2,1,5,37.78448,-122.41447,4.33,177,0.05,30,150,100-149
1031171224164936858,150.0,Nob Hill,Room in hotel,Private room,1,1,2,37.789212639634805,-122.42075753078277,4.75,365,1.26,2,89,100-149
1008495435438930367,150.0,Nob Hill,Room in hotel,Private room,1,1,2,37.7888000688852,-122.42040665054064,4.75,365,1.26,2,89,100-149
22690820,79.0,Downtown/Civic Center,Entire rental unit,Entire home/apt,0,1,2,37.7844,-122.41459,3.0,177,0.04,30,180,50-99
41913203,87.0,Downtown/Civic Center,Entire rental unit,Entire home/apt,0,1,2,37.78429,-122.41661,4.0,177,0.11,30,180,50-99
41883655,76.0,Downtown/Civic Center,Entire rental unit,Entire home/apt,0,1,2,37.78431,-122.4147,4.75,177,1.26,30,180,50-99
25264123,74.0,Downtown/Civic Center,Entire rental unit,Entire home/apt,0,1,2,37.78555,-122.41201,4.75,177,1.26,30,180,50-99
1019675738736401898,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,4.75,280,1.26,2,360,100-149
1098527354323953810,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.78742224649344,-122.42068942597776,4.75,365,1.26,1,365,100-149
1087466271179484494,150.0,Nob Hill,Room in hotel,Private room,1,1,2,37.78931976201747,-122.42041195504204,4.75,361,1.26,2,89,100-149
2366182,385.0,Nob Hill,Entire rental unit,Entire home/apt,4,2,6,37.79228,-122.41575,4.37,365,0.16,30,365,350-399
44799193,73.0,Downtown/Civic Center,Entire rental unit,Entire home/apt,0,1,2,37.78551,-122.41199,5.0,178,0.05,30,150,50-99
1051750040036237025,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,4.75,365,1.26,2,360,100-149
1088831704691665265,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.78803971270411,-122.42052860184556,4.75,365,1.26,2,89,100-149
940920973367426254,195.0,Downtown/Civic Center,Entire serviced apartment,Entire home/apt,1,1,5,37.78702,-122.41465,4.64,151,2.4,1,28,150-199
1078739815870962822,150.0,Western Addition,Room in hotel,Private room,1,1,2,37.787870003855566,-122.42247723546969,4.75,365,1.26,2,360,100-149
834335362574497538,55.0,South of Market,Room in hotel,Private room,1,1,2,37.779022998114726,-122.40860588218136,3.5,356,0.32,3,25,50-99
851077764580157266,399.0,Castro/Upper Market,Entire home,Entire home/apt,3,2,12,37.7608745,-122.4376092,4.7,71,1.97,1,365,350-399
1104261687416460426,150.0,Western Addition,Room in hotel,Private room,1,1,2,37.78763,-122.42231,4.75,365,1.26,2,365,100-149
1016048960489341919,126.0,Inner Sunset,Entire rental unit,Entire home/apt,1,1,2,37.76234173272096,-122.45339341537212,4.75,263,1.26,30,365,100-149
3757966,208.0,Haight Ashbury,Entire rental unit,Entire home/apt,1,1,2,37.76394,-122.45119,4.96,335,0.42,30,1125,200-249
646224749845290990,111.0,Downtown/Civic Center,Entire rental unit,Entire home/apt,0,1,2,37.78746,-122.41312,4.63,291,1.66,1,24,100-149
37972578,50.0,Western Addition,Private room in home,Private room,1,5,2,37.77093,-122.42553,4.75,365,1.26,365,1125,0-49
827603610728940835,195.0,Downtown/Civic Center,Entire serviced apartment,Entire home/apt,1,1,5,37.78819724487359,-122.414003312447,4.42,162,1.86,1,28,150-199
4378102,56.0,Western Addition,Private room in home,Private room,1,2,1,37.77069,-122.4324,4.75,300,1.26,30,60,50-99
35466895,400.0,Nob Hill,Entire rental unit,Entire home/apt,2,1,4,37.79628,-122.41603,5.0,51,1.03,30,1125,350-399
1078912397240038508,150.0,Nob Hill,Room in hotel,Private room,1,1,2,37.78922481043063,-122.42110613783645,4.75,365,1.26,2,360,100-149
994635931907848386,56.0,Western Addition,Private room in rental unit,Private room,1,1,1,37.77152443682773,-122.43045751368037,4.75,269,1.26,30,60,50-99
1020075768648183948,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,5.0,365,0.91,2,360,100-149
1016026862216100175,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,5.0,365,0.31,2,360,100-149
44600016,326.0,Western Addition,Private room in bed and breakfast,Private room,1,1,2,37.78006,-122.43286,4.75,315,1.26,1,365,300-349
1104221727893817229,150.0,Western Addition,Room in hotel,Private room,1,1,2,37.78884,-122.42247,4.75,365,1.26,2,365,100-149
37972466,50.0,Western Addition,Private room in home,Private room,1,5,2,37.77094,-122.42508,4.75,365,1.26,365,1125,0-49
837694857018719523,137.0,Downtown/Civic Center,Entire rental unit,Entire home/apt,1,1,2,37.78535,-122.4175,4.0,266,0.81,30,365,100-149
1101897553414919260,150.0,Western Addition,Room in hotel,Private room,1,1,2,37.78801410982789,-122.4227055259918,4.75,365,1.26,2,365,100-149
15377893,130.0,Downtown/Civic Center,Entire rental unit,Entire home/apt,2,1,5,37.78433,-122.41583,5.0,177,0.03,30,1125,100-149
42434867,95.0,Haight Ashbury,Entire home,Entire home/apt,1,1,2,37.76979,-122.43725,4.75,122,1.26,30,182,50-99
29879139,115.0,Inner Sunset,Entire rental unit,Entire home/apt,1,1,3,37.76446,-122.45402,4.75,245,1.26,30,182,100-149
1089153458601379066,150.0,Nob Hill,Room in hotel,Private room,1,1,2,37.78872612446788,-122.42070601955233,5.0,265,1.0,2,89,100-149
991780190129065067,160.0,Downtown/Civic Center,Entire rental unit,Entire home/apt,1,1,2,37.78208,-122.41318,4.75,339,1.26,30,180,150-199
560165755972387675,155.0,Downtown/Civic Center,Entire rental unit,Entire home/apt,0,1,2,37.78929,-122.4118,4.59,278,3.25,1,24,150-199
1007193450010124530,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,4.75,365,1.26,2,360,100-149
844360796669200626,256.0,Haight Ashbury,Entire rental unit,Entire home/apt,3,1,6,37.76813,-122.44554,5.0,364,0.16,30,365,250-299
38023230,140.0,Noe Valley,Entire home,Entire home/apt,3,1,5,37.75318,-122.43834,5.0,161,0.2,30,365,100-149
1008622170115589761,150.0,Nob Hill,Room in hotel,Private room,1,1,2,37.78905757535459,-122.42054129052144,4.75,365,1.26,2,89,100-149
1045528808324038088,328.0,Nob Hill,Entire rental unit,Entire home/apt,3,2,5,37.7953,-122.42032,4.75,300,1.26,31,1125,300-349
21739662,73.0,Downtown/Civic Center,Entire rental unit,Entire home/apt,0,1,2,37.78492,-122.41654,4.38,177,0.12,30,180,50-99
40736839,350.0,Nob Hill,Entire cottage,Entire home/apt,1,1,2,37.79443,-122.41674,4.19,179,0.32,30,140,300-349
784011023140898249,233.0,Nob Hill,Entire condo,Entire home/apt,1,1,4,37.78986417853378,-122.41244224220635,4.75,362,1.26,1,365,200-249
1085527892373249282,150.0,Western Addition,Room in hotel,Private room,1,1,2,37.7875914531938,-122.42199196594018,4.75,365,1.26,2,89,100-149
1085800820451100545,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7873959332607,-122.42126017115234,5.0,270,2.0,2,89,100-149
1086067080241629254,150.0,Nob Hill,Room in hotel,Private room,1,1,2,37.78898143057173,-122.42044774546406,4.75,270,1.26,2,89,100-149
1102213303929744573,153.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.78924,-122.40974,4.75,110,1.26,1,365,150-199
1006400241220652929,150.0,Western Addition,Room in hotel,Private room,1,0,2,37.78735,-122.42198,4.75,365,1.26,2,89,100-149
1016979286854512752,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,4.75,280,1.26,2,360,100-149
1018324974169653226,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,4.75,270,1.26,2,360,100-149
36201584,132.0,Downtown/Civic Center,Room in boutique hotel,Private room,1,1,2,37.78698,-122.41296,4.71,1,0.14,1,28,100-149
1019734485584508000,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,4.75,280,1.26,2,360,100-149
1019179470018207674,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,4.0,280,0.53,2,360,100-149
1006897274140620195,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,5.0,280,0.67,2,360,100-149
1009525904944059863,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.78785059482348,-122.42085469597016,4.75,365,1.26,2,89,100-149
1079158962851353332,150.0,Nob Hill,Room in hotel,Private room,1,1,2,37.78871941251129,-122.42060788094145,4.75,365,1.26,2,360,100-149
1006583028664280570,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.78725,-122.42063,4.75,365,1.26,2,89,100-149
1019976874863390781,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,4.75,280,1.26,2,360,100-149
1007172517744978136,150.0,Nob Hill,Room in hotel,Private room,1,1,2,37.78874,-122.4205,4.75,365,1.26,2,89,100-149
1020198342201293562,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,4.75,365,1.26,2,360,100-149
1017000802372957307,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,4.75,280,1.26,2,360,100-149
1031189388985765499,150.0,Nob Hill,Room in hotel,Private room,1,1,2,37.789189603681045,-122.42048591894218,4.75,365,1.26,2,89,100-149
21232003,74.0,Downtown/Civic Center,Entire rental unit,Entire home/apt,0,1,2,37.78402,-122.41198,4.0,89,0.07,30,150,50-99
1086975416237366803,150.0,Nob Hill,Room in hotel,Private room,1,1,2,37.78960811399485,-122.42119072186726,4.75,365,1.26,2,89,100-149
35783466,211.0,Nob Hill,Room in boutique hotel,Private room,1,1,2,37.79235,-122.42243,5.0,290,0.03,1,1125,200-249
51541759,74.0,Nob Hill,Room in aparthotel,Private room,0,1,1,37.79101,-122.42011,4.88,154,1.57,1,28,50-99
1007825359831411377,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.78794,-122.42049,4.75,365,1.26,2,89,100-149
1019186278540184090,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,4.75,280,1.26,2,360,100-149
1018305017114987031,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,4.75,280,1.26,2,360,100-149
4631873,89.0,Russian Hill,Room in hotel,Hotel room,1,1,2,37.7992,-122.42358,4.46,0,3.61,1,28,50-99
43840355,115.0,Downtown/Civic Center,Room in boutique hotel,Private room,0,1,2,37.7874,-122.41308,4.58,298,5.6,7,24,100-149
50489340,86.0,Downtown/Civic Center,Room in boutique hotel,Private room,1,1,2,37.78504,-122.41254,4.56,357,3.22,1,1125,50-99
1010619345070522891,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,4.75,365,1.26,2,360,100-149
1019937198650720151,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,4.75,270,1.26,2,360,100-149
1019295417672953879,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,4.25,362,1.4,2,360,100-149
1051746447704923957,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,3.0,356,1.0,2,360,100-149
1019731780199800682,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,4.75,280,1.26,2,360,100-149
1007681334229731211,150.0,Nob Hill,Room in hotel,Private room,1,1,2,37.78930287832616,-122.42061395704128,4.75,365,1.26,2,89,100-149
969627732796487640,174.0,Downtown/Civic Center,Entire rental unit,Entire home/apt,0,1,4,37.78673296645075,-122.41312843307772,5.0,64,0.21,2,365,150-199
784011857465495047,233.0,Downtown/Civic Center,Entire condo,Entire home/apt,1,1,4,37.78828749385657,-122.4139628824098,4.75,363,1.26,1,365,200-249
1018833250497977310,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,4.75,365,1.26,2,360,100-149
1007021608758910722,150.0,Nob Hill,Room in hotel,Private room,1,1,2,37.78867,-122.42056,4.75,365,1.26,2,89,100-149
557318953734194464,74.0,Downtown/Civic Center,Private room in hostel,Private room,1,1,2,37.78607,-122.4127,3.8,241,0.23,1,1125,50-99
809687226127884348,152.0,Downtown/Civic Center,Entire rental unit,Entire home/apt,1,1,2,37.7862505,-122.4154684,4.75,363,1.26,30,120,150-199
1018740037604912075,150.0,Downtown/Civic Center,Room in hotel,Private room,1,1,2,37.7884146,-122.4215935,4.75,275,1.26,2,360,100-149
22193833,288.0,Haight Ashbury,Entire rental unit,Entire home/apt,3,2,6,37.76661,-122.44775,5.0,182,0.2,30,1125,250-299
48326392,161.0,South of Market,Entire rental unit,Entire home/apt,1,1,2,37.7808,-122.41183,4.67,365,0.09,31,1125,150-199
45104646,130.0,Downtown/Civic Center,Entire rental unit,Entire home/apt,0,1,5,37.78476,-122.41657,4.0,177,0.05,30,150,100-149
752814109957562624,400.0,Castro/Upper Market,Entire condo,Entire home/apt,3,3,6,37.7647,-122.44019,4.92,58,1.5,2,1125,350-399
